"Title","Type","Availability","MSRP Currency","MSRP","Show Price Currency","Show Price","Publisher","Location","Priority","Notes","Thumbs","BGGId","BGGVersionId","Mfg Product Code","Release Date","Override Release Date","Events"
"Stroganov","Standalone","For Sale","USD",65,"N/A","N/A","Game Brewer","362","N/A","N/A",85,"323156","534057","","2022-02-00","",""
"Hippocrates","Standalone","For Sale","USD",70,"N/A","N/A","Game Brewer","362","N/A","N/A",69,"327971","544833","","2022-02-00","",""
"Rulebenders","Standalone","For Sale","USD",65,"N/A","N/A","Game Brewer","362","N/A","N/A",15,"275061","448877","","2021-10-00","",""
"Paris: l'Étoile","Expansion","For Sale","USD",18,"N/A","N/A","Game Brewer","362","N/A","N/A",16,"336591","560085","","2022-02-00","",""
"Oak","Standalone","Demo","N/A","N/A","N/A","N/A","Game Brewer","362","N/A","N/A",66,"343362","572744","","2022-10-00","",""
"The Spill","Standalone","For Sale","USD",50,"N/A","N/A","Smirk & Dagger Games","729","N/A","N/A",37,"338479","563524","SND 1009","2022-08-00","",""
"boop.","Standalone","For Sale","USD",40,"N/A","N/A","Smirk & Laughter Games","729","N/A","N/A",37,"355433","597130","SND 1009","2022-09-00","",""
"Behext","Standalone","Demo","N/A","N/A","N/A","N/A","Smirk & Dagger Games","729","N/A","N/A",7,"355632","597505","SND 0071","2022-10-00","",""
"Akropolis","Standalone","For Sale","USD",30,"N/A","N/A","Gigamic","2109 (Hachette Boardgames)","N/A","N/A",141,"357563","601221","GAKR-EN","2022-08-24","",""
"In the Palm of Your Hand","Standalone","For Sale","USD",38,"N/A","N/A","Hachette Boardgames","2109","N/A","N/A",88,"314397","517768","BLINT-EN","2022-05-24","",""
"Suspects","Standalone","For Sale","USD",25,"N/A","N/A","Studio H","2109 (Hachette Boardgames)","N/A","N/A",100,"322785","555348","STSUS-EN","2022-04-15","",""
"Northgard: Uncharted Lands","Standalone","For Sale","USD",90,"N/A","N/A","Studio H","2109 (Hachette Boardgames)","N/A","N/A",130,"274124","447421","","2022-08-17","",""
"Turing Machine","Standalone","For Sale","USD",40,"N/A","N/A","Le Scorpion Masqué","2109 (Hachette Boardgames)","N/A","N/A",189,"356123","598404","TM01EN","2022-11-16","",""
"Fog of Love: Love on Lockdown","Expansion","For Sale","USD",15,"N/A","N/A","Floodgate Games","439","N/A","N/A",33,"345433","576274","","2022-06-00","",""
"Décorum","Standalone","For Sale","USD",45,"N/A","N/A","Floodgate Games","439","N/A","N/A",84,"344554","574899","","2022-04-00","",""
"Kites","Standalone","For Sale","USD",20,"N/A","N/A","Floodgate Games","439","N/A","N/A",63,"348096","581814","","2022-07-00","",""
"Sagrada: The Great Facades – Glory","Expansion","For Sale","USD",20,"N/A","N/A","Floodgate Games","439","N/A","N/A",108,"359142","604137","FGG-SA05","2022-08-00","",""
"The Palaces of Carrara (Second Edition)","Standalone","Demo","N/A","N/A","N/A","N/A","Game Brewer","362","N/A","N/A",78,"348070","581778","","2022-10-00","",""
"Wild Kratts Endangered Wildlife Game!","Standalone","For Sale","USD",25,"N/A","N/A","Rather Dashing Games","1703 (Catalyst Game Labs)","N/A","N/A",7,"336505","559973","RDGWK01","2022-03-00","",""
"Coyote Peterson's Wild Adventure","Standalone","For Sale","USD",25,"N/A","N/A","Rather Dashing Games","1703 (Catalyst Game Labs)","N/A","N/A",6,"344247","574283","RDGCPWA","2022-02-00","",""
"Tawantinsuyu: The Golden Age","Expansion","For Sale","USD",35,"N/A","N/A","Board&Dice","2535","N/A","N/A",37,"357267","600692","","2022-08-00","",""
"Terracotta Army","Standalone","For Sale","USD",70,"N/A","N/A","Board&Dice","2535","N/A","N/A",182,"350458","586294","","2022-08-00","",""
"Founders of Teotihuacan","Standalone","For Sale","USD",50,"N/A","N/A","Board&Dice","2535","N/A","N/A",49,"345088","575837","","2022-04-00","",""
"Loot Box #1","Expansion","For Sale","USD",25,"N/A","N/A","Board&Dice","2535","N/A","N/A",20,"350461","586298","","0000-00-00","March 2022",""
"Mandala Stones: Harmony","Expansion","For Sale","USD",15,"N/A","N/A","Board&Dice","2535","N/A","N/A",20,"350460","586297","","2022-04-00","",""
"Final Girl","Standalone","For Sale","USD",20,"N/A","N/A","Van Ryder Games","2949","N/A","N/A",83,"277659","453152","","2021-10-00","",""
"Keepers","Standalone","For Sale","USD",35,"N/A","N/A","Van Ryder Games","2949","N/A","N/A",6,"362106","612121","VRG011","0000-00-00","Q3 2022",""
"Septima","Standalone","Demo","N/A","N/A","N/A","N/A","Mindclash Games","2319","N/A","N/A",250,"360692","607387","","2023-05-00","",""
"Perseverance: Castaway Chronicles – Episodes 1 & 2","Standalone","Demo","N/A","N/A","N/A","N/A","Mindclash Games","2319","N/A","N/A",86,"256997","413925","","2022-03-00","",""
"Gimme That!","Standalone","For Sale","USD",15,"N/A","N/A","Dolphin Hat Games","2862","N/A","N/A",11,"357674","601402","","2022-03-06","",""
"Roll Camera!: The B-Movie Expansion","Expansion","For Sale","USD",30,"N/A","N/A","Keen Bean Studio","2310","N/A","N/A",34,"344735","575265","KBS-RC-exbm","0000-00-00","Q3 2022",""
"Disney Sorcerer's Arena: Epic Alliances Core Set","Standalone","For Sale","USD",50,"N/A","N/A","The Op","135","N/A","N/A",23,"357746","601541","","2022-06-07","",""
"Venn","Standalone","For Sale","USD",25,"N/A","N/A","The Op","135","N/A","N/A",13,"360175","0",,,,""
"Mountains out of Molehills","Standalone","For Sale","USD",40,"N/A","N/A","The Op","135","N/A","N/A",24,"354395","594631","","2022-02-24","",""
"Marvel Dice Throne: Scarlet Witch v. Thor v. Loki v. Spider-Man","Standalone","Demo","N/A","N/A","N/A","N/A","The Op","135","N/A","N/A",51,"360153","606041","","2022-07-29","",""
"Marvel Dice Throne: Black Widow v. Doctor Strange","Standalone","Demo","N/A","N/A","N/A","N/A","The Op","135","N/A","N/A",35,"360152","606040","","2022-07-29","",""
"Marvel Dice Throne: Captain Marvel v. Black Panther","Standalone","Demo","N/A","N/A","N/A","N/A","The Op","135","N/A","N/A",34,"360061","605888","","2022-07-29","",""
"Smash Up: Disney Edition","Standalone","For Sale","USD",40,"N/A","N/A","The Op","135","N/A","N/A",24,"358515","603048","130509","2022-07-07","",""
"Critical: Foundation – Season 1","Standalone","For Sale","USD",40,"N/A","N/A","Gigamic","2109 (Hachette Boardgames)","N/A","N/A",76,"359861","605456","GCRFO-EN","2022-09-14","",""
"Factory Funner","Standalone","For Sale","USD",39,"N/A","N/A","BoardGameTables.com","451","N/A","N/A",51,"183284","556765","","2022-02-00","",""
"Bear Raid","Standalone","For Sale","USD",39,"N/A","N/A","BoardGameTables.com","451","N/A","N/A",39,"333981","555795","","2022-02-00","",""
"Ghosts of Christmas","Standalone","For Sale","USD",19,"N/A","N/A","BoardGameTables.com","451","N/A","N/A",63,"281619","555801","","2022-02-00","",""
"Final Girl: The Happy Trails Horror","Expansion","For Sale","USD",20,"N/A","N/A","Van Ryder Games","2949","N/A","N/A",22,"307683","504966","","2021-10-00","",""
"Final Girl: The Haunting of Creech Manor","Expansion","For Sale","USD",20,"N/A","N/A","Van Ryder Games","2949","N/A","N/A",22,"307684","504967","","2021-10-00","",""
"Final Girl: Slaughter in the Groves","Expansion","For Sale","USD",20,"N/A","N/A","Van Ryder Games","2949","N/A","N/A",20,"307687","504970","","2021-10-00","",""
"Final Girl: Frightmare on Maple Lane","Expansion","For Sale","USD",20,"N/A","N/A","Van Ryder Games","2949","N/A","N/A",24,"310175","509459","","2021-10-00","",""
"The Grand Tournament","Standalone","For Sale","USD",25,"N/A","N/A","Van Ryder Games","2949","N/A","N/A",10,"292654","613168","VRGGNA19","2022-06-01","",""
"Space Brigade","Standalone","For Sale","USD",25,"N/A","N/A","Van Ryder Games","2949","N/A","N/A",6,"305912","613174","VRGGNA17","2022-06-01","",""
"Sherlock Holmes: The Beginning","Standalone","For Sale","USD",25,"N/A","N/A","Van Ryder Games","2949","N/A","N/A",12,"244172","484766","VRGGNA00","2020-07-00","",""
"The Dark Mage","Standalone","For Sale","USD",25,"N/A","N/A","Van Ryder Games","2949","N/A","N/A",6,"244160","613170","VRGGNA18","2022-06-01","",""
"Time of Empires","Standalone","Demo","N/A","N/A","N/A","N/A","Pearl Games","815 (Asmodee)","N/A","N/A",23,"354672","595385","","0000-00-00","Q3 2022",""
"Lofoten","Standalone","Demo","N/A","N/A","N/A","N/A","Pearl Games","815 (Asmodee)","N/A","N/A",67,"361905","611528","","0000-00-00","Q4 2022",""
"Home Sweet Home (or Not)","Standalone","For Sale","USD",40,"N/A","N/A","Devir","2641","N/A","N/A",125,"358219","602482","","2022-00-00","Q3 2022",""
"The Red Cathedral: Contractors","Expansion","For Sale","USD",30,"N/A","N/A","Devir","2641","N/A","N/A",437,"359747","605220","","2022-00-00","Q3 2022",""
"Seasons of Arcadia","Standalone","Demo","N/A","N/A","N/A","N/A","Rather Dashing Games","1703 (Catalyst Game Labs)","N/A","N/A",7,"362942","614771","RDGSOFA","0000-09-00","Q3 2022",""
"Chronicles of Avel","Standalone","For Sale","N/A","N/A","N/A","N/A","Rebel Studio","815 (Asmodee)","N/A","N/A",52,"347137","579851","","2022-05-06","",""
"San Francisco","Standalone","Demo","N/A","N/A","N/A","N/A","Rebel Studio","815 (Asmodee)","N/A","N/A",88,"357271","600698","","2022-06-00","",""
"Meadow: Downstream","Expansion","For Sale","N/A","N/A","N/A","N/A","Rebel Studio","815 (Asmodee)","N/A","N/A",183,"355957","598023","","2022-10-00","",""
"Fit to Print","Standalone","Demo","N/A","N/A","N/A","N/A","Flatout Games","2853","N/A","N/A",119,"352574","590718","","2023-00-00","",""
"Factory 42","Standalone","For Sale","N/A","N/A","N/A","N/A","Dragon Dawn Productions","Envoy HQ — Hall D","N/A","N/A",28,"314125","517247","","2021-09-00","",""
"Long Shot: The Dice Game","Standalone","For Sale","USD",30,"N/A","N/A","Perplext","836","N/A","N/A",147,"295374","483290","PEX2002","2022-04-00","",""
"Buru","Standalone","Demo","N/A","N/A","N/A","N/A","Crafty Games","2719","N/A","N/A",34,"316312","520733","CFG16001","2022-09-00","",""
"Tabriz","Standalone","Demo","N/A","N/A","N/A","N/A","Crafty Games","2719","N/A","N/A",72,"349369","584157","CFG15007","0000-00-00","",""
"Name The Thing","Standalone","For Sale","USD",30,"N/A","N/A","Lowtek Games LLC","2858","N/A","N/A",6,"353019","591514","","0000-00-00","",""
"Harrow County: The Game of Gothic Conflict","Standalone","Demo","N/A","N/A","N/A","N/A","Off the Page Games","See listing","N/A","N/A",18,"360899","607827","","0000-00-00","",""
"Sherlock Holmes: International","Standalone","For Sale","USD",25,"N/A","N/A","Van Ryder Games","2949","N/A","N/A",13,"292557","615317","VRGGNA16","2022-05-02","",""
"Switch & Signal","Standalone","For Sale","USD",50,"N/A","N/A","KOSMOS","2455","N/A","N/A",46,"317311","595019","694265","2022-02-00","",""
"Cartaventura: Vinland","Standalone","For Sale","USD",15,"N/A","N/A","KOSMOS","2455","N/A","N/A",26,"327077","595017","682538","2022-04-00","",""
"Cartaventura: Lhasa","Standalone","For Sale","USD",15,"N/A","N/A","KOSMOS","2455","N/A","N/A",28,"327076","595016","682521","2022-04-00","",""
"Catch the Moon","Standalone","For Sale","USD",35,"N/A","N/A","KOSMOS","2455","N/A","N/A",21,"218129","595021","682606","2022-06-00","",""
"Exit: The Game + Puzzle – Nightfall Manor","Standalone","For Sale","USD",28,"N/A","N/A","KOSMOS","2455","N/A","N/A",18,"333516","595008","692880","2022-04-00","",""
"Exit: The Game – The Lord of the Rings: Shadows over Middle-earth","Standalone","For Sale","USD",20,"N/A","N/A","KOSMOS","2455","N/A","N/A",65,"341573","595009","692683","2022-06-00","",""
"Exit: The Game – The Return to the Abandoned Cabin","Standalone","For Sale","USD",18,"N/A","N/A","KOSMOS","2455","N/A","N/A",21,"341583","595011","692682","2022-06-00","",""
"Adventure Games: The Gloom City File","Standalone","For Sale","USD",20,"N/A","N/A","KOSMOS","2455","N/A","N/A",21,"317365","589383","695135","2022-08-00","",""
"Karak","Standalone","For Sale","USD",40,"N/A","N/A","KOSMOS","2455","N/A","N/A",20,"241477","595022","682286","2022-07-00","",""
"Exit: The Game – Advent Calendar: The Hunt for the Golden Book","Standalone","For Sale","USD",50,"N/A","N/A","KOSMOS","2455","N/A","N/A",38,"343322","595004","681951","2022-08-00","",""
"Exit: The Game – Advent Calendar: The Mystery of the Ice Cave","Standalone","For Sale","USD",50,"N/A","N/A","KOSMOS","2455","N/A","N/A",26,"317434","562202","","2021-05-00","",""
"Dungeon Drop: Dropped Too Deep","Expansion","For Sale","USD",22,"N/A","N/A","Phase Shift Games","271","N/A","N/A",17,"315451","519433","PSG114","2021-09-01","",""
"Dungeon Drop: Wizards and Spells","Expansion","For Sale","USD",13,"N/A","N/A","Phase Shift Games","271","N/A","N/A",8,"328519","545930","PSG115","2021-09-01","",""
"Tavern Tales: Legends of Dungeon Drop","Standalone","For Sale","USD",22,"N/A","N/A","Phase Shift Games","271","N/A","N/A",13,"320069","527794","PSG201","2021-09-01","",""
"PinPoint","Standalone","For Sale","USD",25,"N/A","N/A","Nauvoo Games","1905","N/A","N/A",10,"336831","560480","NVG031","2022-02-01","",""
"The Reckoners: Steelslayer","Expansion","For Sale","USD",80,"N/A","N/A","Nauvoo Games","1905","N/A","N/A",53,"319115","525924","NVG026","2022-04-00","",""
"Familiar Tales","Standalone","For Sale","USD",80,"N/A","N/A","Plaid Hat Games","1217","N/A","N/A",43,"350948","587122","PH3700","2022-04-00","",""
"Summoner Wars (Second Edition): Cloaks Faction Deck","Expansion","For Sale","USD",15,"N/A","N/A","Plaid Hat Games","1217","N/A","N/A",12,"348354","582204","PH3602","0000-00-00","Q1 2022",""
"Summoner Wars (Second Edition): The Skyspear Avians","Expansion","For Sale","USD",15,"N/A","N/A","Plaid Hat Games","1217","N/A","N/A",13,"348353","582203","PH3603","0000-00-00","Q1 2022",""
"Summoner Wars (Second Edition): Fungal Dwarves Faction Deck","Expansion","For Sale","USD",15,"N/A","N/A","Plaid Hat Games","1217","N/A","N/A",12,"361330","0",,,,""
"Summoner Wars (Second Edition): Fungal Dwarves Faction Deck","Expansion","For Sale","USD",15,"N/A","N/A","Plaid Hat Games","1217","N/A","N/A",9,"361330","609694","","0000-00-00","",""
"Ashes Reborn: The Queen of Lightning","Expansion","For Sale","USD",15,"N/A","N/A","Plaid Hat Games","1217","N/A","N/A",8,"353175","591739","PH1221-5","0000-00-00","",""
"Ashes Reborn: The Artist of Dreams","Expansion","For Sale","USD",15,"N/A","N/A","Plaid Hat Games","1217","N/A","N/A",8,"353178","591743","PH1222-5","0000-00-00","",""
"Name The Thing: Retail Hell","Expansion","For Sale","USD",15,"N/A","N/A","Lowtek Games LLC","2858","N/A","N/A",5,"363232","615509","","0000-00-00","",""
"Name The Thing: After Dark","Expansion","For Sale","USD",15,"N/A","N/A","Lowtek Games LLC","2858","N/A","N/A",5,"363233","0",,,,""
"Name The Thing: Sports Ball","Expansion","For Sale","USD",15,"N/A","N/A","Lowtek Games LLC","2858","N/A","N/A",5,"363234","615511","","0000-00-00","",""
"Cellulose: A Plant Cell Biology Game","Standalone","For Sale","USD",50,"N/A","N/A","Genius Games","1249","N/A","N/A",47,"333372","554878","GOT1013","2022-05-00","",""
"Genotype: A Mendelian Genetics Game","Standalone","For Sale","USD",50,"N/A","N/A","Genius Games","1249","N/A","N/A",71,"252752","595136","GOT 1011","0000-00-00","",""
"Cytosis: A Cell Biology Board Game","Standalone","For Sale","USD",40,"N/A","N/A","Genius Games","1249","N/A","N/A",31,"202977","467376","GOT 1006","0000-00-00","",""
"Periodic: A Game of The Elements","Standalone","For Sale","USD",40,"N/A","N/A","Genius Games","1249","N/A","N/A",22,"257582","415270","GOT 1008","2019-07-22","",""
"Ecosystem","Standalone","For Sale","USD",15,"N/A","N/A","Genius Games","1249","N/A","N/A",37,"271519","443470","UKG0001","2019-11-20","",""
"Ecosystem: Coral Reef","Standalone","Demo","N/A","N/A","N/A","N/A","Genius Games","1249","N/A","N/A",44,"359406","604610","GOT 1014","2022-07-01","",""
"Power Failure","Standalone","For Sale","USD",15,"N/A","N/A","Artana","1249 (Genius Games)","N/A","N/A",20,"330478","549931","AAX6002","2021-08-04","",""
"First in Flight","Standalone","Demo","N/A","N/A","N/A","N/A","Artana","1249 (Genius Games)","N/A","N/A",75,"361788","611190","","0000-00-00","",""
"Last Aurora: Frozen Steel","Expansion","For Sale","USD",20,"N/A","N/A","Ares Games","641","N/A","N/A",18,"334710","594521","","2022-02-00","",""
"Orconomics (Second Edition)","Standalone","For Sale","USD",40,"N/A","N/A","Ares Games","641","N/A","N/A",27,"283850","463275","E005-2","2022-08-00","",""
"The Thing: Norwegian Outpost","Expansion","For Sale","USD",45,"N/A","N/A","Pendragon Game Studio","2763","N/A","N/A",16,"321016","529261","","2022-05-00","",""
"The Shadow Planet: The Board Game","Standalone","For Sale","USD",60,"N/A","N/A","Galakta","641 (Ares Games)","N/A","N/A",26,"292509","478089","","2022-11-00","",""
